,index,Datum,Periode,Locatie,Site,Transect,Soortengroep,Aantal,Genus,Lat,Lon,Nauwkeurigheid,Meettoestel,Jaar,geometry,Mowing state,mow_shape_key,Group name,Afstand_rand
3146,3146,2020-09-07,p6,Muziekbos,sinus,V,Dagvlinders,1,Aglais,50.76834119,3.65546021,3,GPS,2020,POINT (99682.93334504552 162224.18026047852),,,Butterflies,
3147,3147,2020-09-07,p6,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.76834119,3.65546021,3,GPS,2020,POINT (99682.93334504552 162224.18026047852),,,Butterflies,
3148,3148,2020-09-07,p6,Muziekbos,sinus,V,Dagvlinders,1,Aricia,50.76838486,3.6555649,3,GPS,2020,POINT (99690.36478813217 162228.96694838256),,,Butterflies,
3149,3149,2020-09-07,p6,Muziekbos,sinus,V,Bijen,1,Lasioglossum,50.76836541,3.65559842,3,GPS,2020,POINT (99692.70852593039 162226.78077141568),,,Other bees,
3150,3150,2020-09-07,p6,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.76842098,3.65561628,3,GPS,2020,POINT (99694.02768028757 162232.94991719164),,,Butterflies,
3151,3151,2020-09-07,p6,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.76847538,3.65553263,3,GPS,2020,POINT (99688.18509061018 162239.0576309776),,,Butterflies,
3152,3152,2020-09-07,p6,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.76854026,3.65556917,3,GPS,2020,POINT (99690.8318663112 162246.2497132467),,,Butterflies,
3153,3153,2020-09-07,p6,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.76858594,3.65549935,3,GPS,2020,POINT (99685.95554945827 162251.37811387237),,,Butterflies,
3154,3154,2020-09-07,p6,Muziekbos,sinus,V,Dagvlinders,1,Lycaena,50.76873505,3.65529785,3,GPS,2020,POINT (99671.9010384539 162268.1005391823),,,Butterflies,
3155,3155,2020-09-07,p6,Muziekbos,sinus,V,Bijen,1,Stelis,50.76873505,3.65529785,3,GPS,2020,POINT (99671.9010384539 162268.1005391823),,,Other bees,
3156,3156,2020-09-07,p6,Muziekbos,sinus,V,Dagvlinders,1,Polyommatus,50.76870756,3.6552613,3,GPS,2020,POINT (99669.29346878384 162265.0674861595),,,Butterflies,
3183,3183,2020-09-07,p6,Muziekbos,blok,V,Dagvlinders,1,Pieris,50.76949764,3.65655882,3,GPS,2020,POINT (99761.66194139488 162352.07285512984),,,Butterflies,
3184,3184,2020-09-07,p6,Muziekbos,blok,V,Bijen,1,Halictus,50.76949244,3.6562813,3,GPS,2020,POINT (99742.08062165206 162351.68206610344),,,Other bees,
3185,3185,2020-09-07,p6,Muziekbos,blok,V,Bijen,1,Bombus,50.76946772,3.65614727,3,GPS,2020,POINT (99732.60001481549 162349.02301849984),,,Bombus,
3186,3186,2020-09-07,p6,Muziekbos,blok,V,Bijen,1,Bombus,50.76943235,3.65611886,3,GPS,2020,POINT (99730.5582974136 162345.10791037045),,,Bombus,
3187,3187,2020-09-07,p6,Muziekbos,blok,V,Bijen,1,Colletes,50.76940795,3.65610511,3,GPS,2020,POINT (99729.56237039506 162342.40311700664),,,Other bees,
3188,3188,2020-09-07,p6,Muziekbos,blok,V,Dagvlinders,1,Pieris,50.76933587,3.65619211,3,GPS,2020,POINT (99735.62233913594 162334.32657697424),,,Butterflies,
3189,3189,2020-09-07,p6,Muziekbos,blok,V,Dagvlinders,1,Polyommatus,50.76927317,3.65610234,3,GPS,2020,POINT (99729.22322356209 162327.41296166275),,,Butterflies,
3190,3190,2020-09-07,p6,Muziekbos,blok,V,Dagvlinders,1,Polyommatus,50.76925842,3.65599832,3,GPS,2020,POINT (99721.87006572058 162325.84263222385),,,Butterflies,
3191,3191,2020-09-07,p6,Muziekbos,blok,V,Dagvlinders,1,Aricia,50.76928826,3.65599061,3,GPS,2020,POINT (99721.35804524267 162329.16705052182),,,Butterflies,
3192,3192,2020-09-07,p6,Muziekbos,blok,V,Bijen,1,Colletes,50.76928801,3.65598198,3,GPS,2020,POINT (99720.74903078772 162329.14508029819),,,Other bees,
3193,3193,2020-09-07,p6,Muziekbos,blok,V,Dagvlinders,1,Lycaena,50.7693041,3.65588341,3,GPS,2020,POINT (99713.81321184384 162331.00151124317),,,Butterflies,
3194,3194,2020-09-07,p6,Muziekbos,blok,V,Dagvlinders,1,Pieris,50.76938465,3.65589397,3,GPS,2020,POINT (99714.64403804182 162339.9542114418),,,Butterflies,
3195,3195,2020-09-07,p6,Muziekbos,blok,V,Bijen,1,Lasioglossum,50.7694787,3.65583069,3,GPS,2020,POINT (99710.28071868616 162350.45852214564),,,Other bees,
3196,3196,2020-09-07,p6,Muziekbos,blok,V,Bijen,1,Apis,50.76951181,3.65585365,3,GPS,2020,POINT (99711.93560467154 162354.1259226026),,,Apis,
3197,3197,2020-09-07,p6,Muziekbos,blok,V,Bijen,1,Apis,50.76957408,3.65588282,3,GPS,2020,POINT (99714.05964190746 162361.03268614318),,,Apis,
3198,3198,2020-09-07,p6,Muziekbos,blok,V,Dagvlinders,1,Pieris,50.76963083,3.65587511,3,GPS,2020,POINT (99713.57634145177 162367.35039463732),,,Butterflies,
3199,3199,2020-09-07,p6,Muziekbos,blok,V,Dagvlinders,1,Polyommatus,50.76959688,3.65593454,3,GPS,2020,POINT (99717.73219805206 162363.53381461557),,,Butterflies,
3269,3269,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Pieris,50.77271688,2.79742339,3,GPS,2020,POINT (39172.04088462019 163641.40620481502),,,Butterflies,
3270,3270,2020-09-13,p6,Kemmelberg,sinus,V,Bijen,1,Bombus,50.77279542,2.79750855,3,GPS,2020,POINT (39178.231225479336 163650.01387429424),,,Bombus,
3271,3271,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Pieris,50.77285082,2.7976072,3,GPS,2020,POINT (39185.318431457854 163656.02794316225),,,Butterflies,
3272,3272,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Coenonympha,50.77284923,2.79772438,3,GPS,2020,POINT (39193.578304892624 163655.67631451786),,,Butterflies,
3273,3273,2020-09-13,p6,Kemmelberg,sinus,V,Bijen,1,Colletes,50.77278871,2.79775321,3,GPS,2020,POINT (39195.469051850785 163648.90265959874),,,Other bees,
3274,3274,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Pieris,50.77278636,2.79790602,3,GPS,2020,POINT (39206.23980479129 163648.41338230297),,,Butterflies,
3275,3275,2020-09-13,p6,Kemmelberg,sinus,V,Bijen,1,Halictus,50.77283892,2.79788909,3,GPS,2020,POINT (39205.16951693375 163654.2840236118),,,Other bees,
3276,3276,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Pieris,50.77290237,2.7978719,3,GPS,2020,POINT (39204.10651158706 163661.3661698522),,,Butterflies,
3277,3277,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Pieris,50.7729675,2.79787417,3,GPS,2020,POINT (39204.41979040223 163668.6061303923),,,Butterflies,
3278,3278,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Aglais,50.7729271,2.79772472,3,GPS,2020,POINT (39193.78546306773 163664.33601530455),,,Butterflies,
3279,3279,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Pieris,50.77299315,2.79753386,3,GPS,2020,POINT (39180.481301968335 163671.96639198065),,,Butterflies,
3280,3280,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Pieris,50.77300874,2.79774869,3,GPS,2020,POINT (39195.66788790804 163673.3797443295),,,Butterflies,
3281,3281,2020-09-13,p6,Kemmelberg,sinus,V,Bijen,1,Bombus,50.773212,2.79796343,3,GPS,2020,POINT (39211.28952514325 163695.66474577226),,,Bombus,
3282,3282,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Aglais,50.77331023,2.79789093,3,GPS,2020,POINT (39206.407865903806 163706.69739582296),,,Butterflies,
3283,3283,2020-09-13,p6,Kemmelberg,sinus,V,Bijen,1,Colletes,50.7733311,2.79793795,3,GPS,2020,POINT (39209.77280420577 163708.94829681516),,,Other bees,
3284,3284,2020-09-13,p6,Kemmelberg,sinus,V,Bijen,1,Apis,50.7733311,2.79793795,3,GPS,2020,POINT (39209.77280420577 163708.94829681516),,,Apis,
3285,3285,2020-09-13,p6,Kemmelberg,sinus,V,Bijen,1,Bombus,50.77327838,2.79780443,3,GPS,2020,POINT (39200.232965901756 163703.28425716888),,,Bombus,
3286,3286,2020-09-13,p6,Kemmelberg,sinus,V,Bijen,1,Halictus,50.77322348,2.79766252,3,GPS,2020,POINT (39190.09631461416 163697.39030453935),,,Other bees,
3287,3287,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Aglais,50.77322348,2.79766252,3,GPS,2020,POINT (39190.09631461416 163697.39030453935),,,Butterflies,
3288,3288,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Lycaena,50.77322348,2.79766252,3,GPS,2020,POINT (39190.09631461416 163697.39030453935),,,Butterflies,
3289,3289,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.77322348,2.79766252,3,GPS,2020,POINT (39190.09631461416 163697.39030453935),,,Butterflies,
3290,3290,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Aricia,50.77322348,2.79766252,3,GPS,2020,POINT (39190.09631461416 163697.39030453935),,,Butterflies,
3291,3291,2020-09-13,p6,Kemmelberg,sinus,V,Bijen,1,Lasioglossum,50.77321007,2.79761701,3,GPS,2020,POINT (39186.85539590576 163695.9668176826),,,Other bees,
3292,3292,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.77321007,2.79761701,3,GPS,2020,POINT (39186.85539590576 163695.9668176826),,,Butterflies,
3293,3293,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Lycaena,50.77321007,2.79761701,3,GPS,2020,POINT (39186.85539590576 163695.9668176826),,,Butterflies,
3294,3294,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Aricia,50.77321007,2.79761701,3,GPS,2020,POINT (39186.85539590576 163695.9668176826),,,Butterflies,
3310,3310,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Pieris,50.77306079,2.79731694,3,GPS,2020,POINT (39165.343159934695 163679.8125144681),,,Butterflies,
3312,3312,2020-09-13,p6,Kemmelberg,sinus,V,Bijen,1,Colletes,50.77316372,2.7971633,3,GPS,2020,POINT (39154.750630456314 163691.48898350727),,,Other bees,
3313,3313,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.77316372,2.7971633,3,GPS,2020,POINT (39154.750630456314 163691.48898350727),,,Butterflies,
3314,3314,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Aricia,50.77316372,2.7971633,3,GPS,2020,POINT (39154.750630456314 163691.48898350727),,,Butterflies,
3315,3315,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Pieris,50.77309876,2.79712818,3,GPS,2020,POINT (39152.12109111331 163684.31695068534),,,Butterflies,
3316,3316,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Pieris,50.77292148,2.79702357,3,GPS,2020,POINT (39144.32674335412 163664.75710167922),,,Butterflies,
3317,3317,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Pieris,50.77287077,2.79701678,3,GPS,2020,POINT (39143.72856490285 163659.127590823),,,Butterflies,
3318,3318,2020-09-13,p6,Kemmelberg,sinus,V,Bijen,1,Apis,50.77278863,2.79702558,3,GPS,2020,POINT (39144.155834657315 163649.97937003057),,,Apis,
3319,3319,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Pieris,50.77281034,2.796882,3,GPS,2020,POINT (39134.08156147196 163652.60809554253),,,Butterflies,
3320,3320,2020-09-13,p6,Kemmelberg,sinus,V,Bijen,1,Heriades,50.77283607,2.79678536,3,GPS,2020,POINT (39127.327001702026 163655.6138579212),,,Other bees,
3321,3321,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Pieris,50.77301175,2.79664102,3,GPS,2020,POINT (39117.56159999044 163675.3673129147),,,Butterflies,
3322,3322,2020-09-13,p6,Kemmelberg,sinus,V,Bijen,1,Halictus,50.77295065,2.79647883,3,GPS,2020,POINT (39105.98004749122 163668.81427078694),,,Other bees,
3323,3323,2020-09-13,p6,Kemmelberg,sinus,V,Bijen,1,Andrena,50.77295065,2.79647883,3,GPS,2020,POINT (39105.98004749122 163668.81427078694),,,Other bees,
3324,3324,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Lycaena,50.77295065,2.79647883,3,GPS,2020,POINT (39105.98004749122 163668.81427078694),,,Butterflies,
3325,3325,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.77295065,2.79647883,3,GPS,2020,POINT (39105.98004749122 163668.81427078694),,,Butterflies,
3326,3326,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Aricia,50.77296574,2.79649484,3,GPS,2020,POINT (39107.144606334245 163670.4685842041),,,Butterflies,
3327,3327,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Lycaena,50.77296574,2.79649484,3,GPS,2020,POINT (39107.144606334245 163670.4685842041),,,Butterflies,
3328,3328,2020-09-13,p6,Kemmelberg,sinus,V,Bijen,1,Apis,50.77296574,2.79649484,3,GPS,2020,POINT (39107.144606334245 163670.4685842041),,,Apis,
3329,3329,2020-09-13,p6,Kemmelberg,sinus,V,Bijen,1,Bombus,50.77275233,2.79641001,3,GPS,2020,POINT (39100.659908140806 163646.8611248741),,,Bombus,
3330,3330,2020-09-13,p6,Kemmelberg,sinus,V,Bijen,1,Halictus,50.77270238,2.79648897,3,GPS,2020,POINT (39106.11063639392 163641.1881274674),,,Other bees,
3331,3331,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Aglais,50.77264144,2.79638479,3,GPS,2020,POINT (39098.62029359206 163634.5662985351),,,Butterflies,
3332,3332,2020-09-13,p6,Kemmelberg,sinus,V,Bijen,1,Bombus,50.77262099,2.79641404,3,GPS,2020,POINT (39100.634885368054 163632.2483121436),,,Bombus,
3333,3333,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.77262711,2.79629887,3,GPS,2020,POINT (39092.52739132002 163633.10088407714),,,Butterflies,
3334,3334,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.77264613,2.79624749,3,GPS,2020,POINT (39088.948807469045 163635.2928794548),,,Butterflies,
3335,3335,2020-09-13,p6,Kemmelberg,sinus,V,Bijen,1,Colletes,50.77276256,2.79621287,3,GPS,2020,POINT (39086.78152497529 163648.29317060206),,,Other bees,
3336,3336,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Lycaena,50.77276256,2.79621287,3,GPS,2020,POINT (39086.78152497529 163648.29317060206),,,Butterflies,
3337,3337,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Polyommatus,50.77275233,2.7962899,3,GPS,2020,POINT (39092.18965424954 163647.04044499435),,,Butterflies,
3338,3338,2020-09-13,p6,Kemmelberg,sinus,V,Dagvlinders,1,Pieris,50.7727323,2.7963837,3,GPS,2020,POINT (39098.75734699723 163644.67279489152),,,Butterflies,
3339,3339,2020-09-13,p6,Kemmelberg,sinus,V,Bijen,1,Bombus,50.77275242,2.79647011,3,GPS,2020,POINT (39104.89842051634 163646.78141199797),,,Bombus,
3340,3340,2020-09-13,p6,Kemmelberg,blok,V,Bijen,1,Colletes,50.77788751,2.79689088,3,GPS,2020,POINT (39146.65765245058 164217.24573773332),,,Other bees,
3341,3341,2020-09-13,p6,Kemmelberg,blok,V,Dagvlinders,1,Pieris,50.77793227,2.79706556,3,GPS,2020,POINT (39159.080222941295 164221.96300816722),,,Butterflies,
3342,3342,2020-09-13,p6,Kemmelberg,blok,V,Bijen,1,Bombus,50.77794098,2.79734275,3,GPS,2020,POINT (39178.64623345609 164222.51811553258),,,Bombus,
3343,3343,2020-09-13,p6,Kemmelberg,blok,V,Dagvlinders,1,Pieris,50.77801064,2.79722935,3,GPS,2020,POINT (39170.81397317974 164230.43445114605),,,Butterflies,
3344,3344,2020-09-13,p6,Kemmelberg,blok,V,Dagvlinders,1,Pieris,50.77812379,2.79707068,3,GPS,2020,POINT (39159.89196904657 164243.25503332447),,,Butterflies,
3345,3345,2020-09-13,p6,Kemmelberg,blok,V,Bijen,1,Bombus,50.77823125,2.7970084,3,GPS,2020,POINT (39155.75333770005 164255.29899781477),,,Bombus,
3346,3346,2020-09-13,p6,Kemmelberg,blok,V,Bijen,1,Andrena,50.77824525,2.79686063,3,GPS,2020,POINT (39145.366640968365 164257.07649868913),,,Other bees,
3347,3347,2020-09-13,p6,Kemmelberg,blok,V,Dagvlinders,1,Polyommatus,50.77824525,2.79686063,3,GPS,2020,POINT (39145.366640968365 164257.07649868913),,,Butterflies,
3348,3348,2020-09-13,p6,Kemmelberg,blok,V,Dagvlinders,1,Lycaena,50.77824525,2.79686063,3,GPS,2020,POINT (39145.366640968365 164257.07649868913),,,Butterflies,
3349,3349,2020-09-13,p6,Kemmelberg,blok,V,Dagvlinders,1,Pieris,50.77827198,2.79680304,3,GPS,2020,POINT (39141.36873760908 164260.13518671785),,,Butterflies,
3350,3350,2020-09-13,p6,Kemmelberg,blok,V,Bijen,1,Bombus,50.77818045,2.79677446,3,GPS,2020,POINT (39139.138043587096 164249.99844103027),,,Bombus,
3351,3351,2020-09-13,p6,Kemmelberg,blok,V,Dagvlinders,1,Pieris,50.77807928,2.79688166,3,GPS,2020,POINT (39146.45888330955 164238.58696354087),,,Butterflies,
3352,3352,2020-09-13,p6,Kemmelberg,blok,V,Bijen,1,Bombus,50.77801114,2.79678485,3,GPS,2020,POINT (39139.47214720184 164231.1533297915),,,Bombus,
3353,3353,2020-09-13,p6,Kemmelberg,blok,V,Dagvlinders,1,Pieris,50.77799781,2.7966914,3,GPS,2020,POINT (39132.851335192594 164229.81031777337),,,Butterflies,
3354,3354,2020-09-13,p6,Kemmelberg,blok,V,Dagvlinders,1,Pieris,50.77798189,2.79665158,3,GPS,2020,POINT (39130.00603353711 164228.09922559932),,,Butterflies,
3358,3358,2020-09-13,p6,Kemmelberg,blok,V,Dagvlinders,1,Pieris,50.77790779,2.79655351,3,GPS,2020,POINT (39122.916383040996 164220.0046606101),,,Butterflies,
3359,3359,2020-09-13,p6,Kemmelberg,blok,V,Dagvlinders,1,Pieris,50.77783118,2.79656868,3,GPS,2020,POINT (39123.805716582094 164211.46193105634),,,Butterflies,
3361,3361,2020-09-13,p6,Kemmelberg,blok,V,Bijen,1,Apis,50.77777158,2.7965261,3,GPS,2020,POINT (39120.66295442298 164204.89714630507),,,Apis,
3365,3365,2020-09-13,p6,Kemmelberg,blok,V,Dagvlinders,1,Pieris,50.77758593,2.79667581,3,GPS,2020,POINT (39130.782484750234 164184.02685822546),,,Butterflies,
3366,3366,2020-09-13,p6,Kemmelberg,blok,V,Bijen,1,Lasioglossum,50.77756447,2.79653465,3,GPS,2020,POINT (39120.77826840355 164181.85090214666),,,Other bees,
3367,3367,2020-09-13,p6,Kemmelberg,blok,V,Dagvlinders,1,Pieris,50.77759095,2.79647833,3,GPS,2020,POINT (39116.869283393884 164184.87990929838),,,Butterflies,
3368,3368,2020-09-13,p6,Kemmelberg,blok,V,Bijen,1,Bombus,50.77757813,2.79635729,3,GPS,2020,POINT (39108.30413817757 164183.63483117986),,,Bombus,
3369,3369,2020-09-13,p6,Kemmelberg,blok,V,Bijen,1,Lasioglossum,50.77758509,2.7963034,3,GPS,2020,POINT (39104.520549053996 164184.48932757042),,,Other bees,
3370,3370,2020-09-13,p6,Kemmelberg,blok,V,Bijen,1,Apis,50.77762281,2.79622226,3,GPS,2020,POINT (39098.88789580387 164188.8054437274),,,Apis,
3371,3371,2020-09-13,p6,Kemmelberg,blok,V,Bijen,1,Apis,50.77766782,2.79607499,3,GPS,2020,POINT (39088.60936450059 164194.0310489172),,,Apis,
3372,3372,2020-09-13,p6,Kemmelberg,blok,V,Bijen,1,Bombus,50.77756447,2.795919,3,GPS,2020,POINT (39077.36657367414 164182.77002454177),,,Bombus,
3373,3373,2020-09-13,p6,Kemmelberg,blok,V,Dagvlinders,1,Polyommatus,50.77754997,2.79597986,3,GPS,2020,POINT (39081.62388303458 164181.06654954702),,,Butterflies,
3374,3374,2020-09-13,p6,Kemmelberg,blok,V,Dagvlinders,1,Lycaena,50.77763622,2.79596142,3,GPS,2020,POINT (39080.52673429376 164190.68626884092),,,Butterflies,
3375,3375,2020-09-13,p6,Kemmelberg,blok,V,Bijen,1,Bombus,50.77750596,2.7961252,3,GPS,2020,POINT (39091.768697030115 164175.9550260743),,,Bombus,
3376,3376,2020-09-13,p6,Kemmelberg,blok,V,Dagvlinders,1,Pieris,50.77725568,2.79616845,3,GPS,2020,POINT (39094.229071799986 164148.0558782369),,,Butterflies,
3385,3385,2020-09-13,p6,Kemmelberg,blok,V,Bijen,1,Bombus,50.7773452,2.79558482,3,GPS,2020,POINT (39053.28583027926 164158.88324910682),,,Bombus,
3386,3386,2020-09-13,p6,Kemmelberg,blok,V,Dagvlinders,1,Pieris,50.77728233,2.79542506,3,GPS,2020,POINT (39041.87241629987 164152.12986391596),,,Butterflies,
3387,3387,2020-09-13,p6,Kemmelberg,blok,V,Bijen,1,Lasioglossum,50.77718602,2.79540486,3,GPS,2020,POINT (39040.22113924615 164141.44904414006),,,Other bees,
3388,3388,2020-09-13,p6,Kemmelberg,blok,V,Dagvlinders,1,Pieris,50.77716557,2.79564198,3,GPS,2020,POINT (39056.8932835733 164138.8205587659),,,Butterflies,
3389,3389,2020-09-14,p6,Palingbeek,sinus,V,Dagvlinders,1,Pieris,50.82105691,2.91419243,3,GPS,2020,POINT (47512.11271688284 168849.94513930008),,,Butterflies,
3390,3390,2020-09-14,p6,Palingbeek,sinus,V,Dagvlinders,1,Lampides,50.82109638,2.91416151,3,GPS,2020,POINT (47510.02034675579 168854.37759680022),,,Butterflies,
3391,3391,2020-09-14,p6,Palingbeek,sinus,V,Dagvlinders,1,Pieris,50.82109638,2.91416151,3,GPS,2020,POINT (47510.02034675579 168854.37759680022),,,Butterflies,
3392,3392,2020-09-14,p6,Palingbeek,sinus,V,Dagvlinders,1,Aglais,50.82109638,2.91416151,3,GPS,2020,POINT (47510.02034675579 168854.37759680022),,,Butterflies,
3393,3393,2020-09-14,p6,Palingbeek,sinus,V,Bijen,1,Bombus,50.82109638,2.91416151,3,GPS,2020,POINT (47510.02034675579 168854.37759680022),,,Bombus,
3394,3394,2020-09-14,p6,Palingbeek,sinus,V,Dagvlinders,1,Pieris,50.82114466,2.9141346,3,GPS,2020,POINT (47508.22967599753 168859.78435874358),,,Butterflies,
3395,3395,2020-09-14,p6,Palingbeek,sinus,V,Bijen,1,Apis,50.82114466,2.9141346,3,GPS,2020,POINT (47508.22967599753 168859.78435874358),,,Apis,
3396,3396,2020-09-14,p6,Palingbeek,sinus,V,Dagvlinders,1,Polyommatus,50.82117241,2.91414315,3,GPS,2020,POINT (47508.892469518745 168862.85887937248),,,Butterflies,
3397,3397,2020-09-14,p6,Palingbeek,sinus,V,Dagvlinders,1,Pieris,50.82116587,2.9140693,3,GPS,2020,POINT (47503.67545058427 168862.23340068106),,,Butterflies,
3398,3398,2020-09-14,p6,Palingbeek,sinus,V,Bijen,1,Bombus,50.82116587,2.9140693,3,GPS,2020,POINT (47503.67545058427 168862.23340068106),,,Bombus,
3399,3399,2020-09-14,p6,Palingbeek,sinus,V,Bijen,1,Apis,50.82116587,2.9140693,3,GPS,2020,POINT (47503.67545058427 168862.23340068106),,,Apis,
3400,3400,2020-09-14,p6,Palingbeek,sinus,V,Dagvlinders,1,Pieris,50.82122999,2.91413519,3,GPS,2020,POINT (47508.457095863865 168869.27383002918),,,Butterflies,
3401,3401,2020-09-14,p6,Palingbeek,sinus,V,Bijen,1,Apis,50.82122999,2.91413519,3,GPS,2020,POINT (47508.457095863865 168869.27383002918),,,Apis,
3402,3402,2020-09-14,p6,Palingbeek,sinus,V,Bijen,1,Bombus,50.82122999,2.91413519,3,GPS,2020,POINT (47508.457095863865 168869.27383002918),,,Bombus,
3403,3403,2020-09-14,p6,Palingbeek,sinus,V,Dagvlinders,1,Polyommatus,50.82122656,2.9140051,3,GPS,2020,POINT (47499.284722560566 168869.07184001524),,,Butterflies,
3404,3404,2020-09-14,p6,Palingbeek,sinus,V,Dagvlinders,1,Pieris,50.82123603,2.91376948,3,GPS,2020,POINT (47482.7058134065 168870.45021461695),,,Butterflies,
3405,3405,2020-09-14,p6,Palingbeek,sinus,V,Dagvlinders,1,Pieris,50.82136729,2.9137777,3,GPS,2020,POINT (47483.57087884919 168885.03742669895),,,Butterflies,
3406,3406,2020-09-14,p6,Palingbeek,sinus,V,Bijen,1,Bombus,50.82136729,2.9137777,3,GPS,2020,POINT (47483.57087884919 168885.03742669895),,,Bombus,
3407,3407,2020-09-14,p6,Palingbeek,sinus,V,Dagvlinders,1,Pieris,50.82141607,2.91379346,3,GPS,2020,POINT (47484.7874457892 168890.4409222193),,,Butterflies,
3408,3408,2020-09-14,p6,Palingbeek,sinus,V,Dagvlinders,1,Polyommatus,50.82141607,2.91379346,3,GPS,2020,POINT (47484.7874457892 168890.4409222193),,,Butterflies,
3409,3409,2020-09-14,p6,Palingbeek,sinus,V,Dagvlinders,1,Carcharodus,50.82151498,2.9136622,3,GPS,2020,POINT (47475.755656456255 168901.6227019662),,,Butterflies,
3410,3410,2020-09-14,p6,Palingbeek,sinus,V,Bijen,1,Bombus,50.82145086,2.91365541,3,GPS,2020,POINT (47475.13759729115 168894.5007350482),,,Bombus,
3411,3411,2020-09-14,p6,Palingbeek,sinus,V,Dagvlinders,1,Pieris,50.82139109,2.91357393,3,GPS,2020,POINT (47469.26708748231 168887.96565395873),,,Butterflies,
3412,3412,2020-09-14,p6,Palingbeek,sinus,V,Bijen,1,Halictus,50.82143803,2.91349053,3,GPS,2020,POINT (47463.493822640914 168893.30136781745),,,Other bees,
3413,3413,2020-09-14,p6,Palingbeek,sinus,V,Dagvlinders,1,Pieris,50.82141548,2.91339163,3,GPS,2020,POINT (47456.47716253919 168890.9299024688),,,Butterflies,
