Part,Site,Locatie,Datum,x_index,y_index,freq,average power
mow,blok,Palingbeek,20220901,31,48,1.25-2.5,0.019327959241844835
mow,blok,Palingbeek,20220901,31,49,1.25-2.5,0.020584798681708205
mow,blok,Palingbeek,20220901,31,50,1.25-2.5,0.021847032350260063
mow,blok,Palingbeek,20220901,31,51,1.25-2.5,0.01854807456890186
mow,blok,Palingbeek,20220901,31,52,1.25-2.5,0.022951716865415063
mow,blok,Palingbeek,20220901,31,53,1.25-2.5,0.037106943463945725
mow,blok,Palingbeek,20220901,31,54,1.25-2.5,0.02147908009015597
mow,blok,Palingbeek,20220901,31,55,1.25-2.5,0.019558827115661336
mow,blok,Palingbeek,20220901,31,56,1.25-2.5,0.029750770366553103
mow,blok,Palingbeek,20220901,31,57,1.25-2.5,0.01733419106278942
mow,blok,Palingbeek,20220901,31,58,1.25-2.5,0.020384219651455645
mow,blok,Palingbeek,20220901,31,59,1.25-2.5,0.020554629305859544
mow,blok,Palingbeek,20220901,31,60,1.25-2.5,0.024357992507916787
mow,blok,Palingbeek,20220901,31,61,1.25-2.5,0.0253096848684591
mow,blok,Palingbeek,20220901,31,62,1.25-2.5,0.014683848677815258
mow,blok,Palingbeek,20220901,31,63,1.25-2.5,0.01657916019012878
mow,blok,Palingbeek,20220901,31,64,1.25-2.5,0.012340355558550998
mow,blok,Palingbeek,20220901,31,65,1.25-2.5,0.02105166282409277
mow,blok,Palingbeek,20220901,31,66,1.25-2.5,0.015017698817041927
mow,blok,Palingbeek,20220901,31,67,1.25-2.5,0.027465996920089896
mow,blok,Palingbeek,20220901,32,31,1.25-2.5,0.015647661574792752
mow,blok,Palingbeek,20220901,32,32,1.25-2.5,0.03222736356419561
mow,blok,Palingbeek,20220901,32,33,1.25-2.5,0.038477184077798626
mow,blok,Palingbeek,20220901,32,34,1.25-2.5,0.03826232415534955
mow,blok,Palingbeek,20220901,32,35,1.25-2.5,0.036818307896594064
mow,blok,Palingbeek,20220901,32,36,1.25-2.5,0.01862860582925223
mow,blok,Palingbeek,20220901,32,37,1.25-2.5,0.023040216030218663
mow,blok,Palingbeek,20220901,32,38,1.25-2.5,0.020053504497021226
mow,blok,Palingbeek,20220901,32,39,1.25-2.5,0.01595004441854837
mow,blok,Palingbeek,20220901,32,40,1.25-2.5,0.022763458243061054
mow,blok,Palingbeek,20220901,32,41,1.25-2.5,0.020231861773626507
mow,blok,Palingbeek,20220901,32,42,1.25-2.5,0.022818120931967712
mow,blok,Palingbeek,20220901,32,43,1.25-2.5,0.02502622054173396
mow,blok,Palingbeek,20220901,32,44,1.25-2.5,0.02616376401661159
mow,blok,Palingbeek,20220901,32,45,1.25-2.5,0.024744068436967186
mow,blok,Palingbeek,20220901,32,46,1.25-2.5,0.024756800244738177
mow,blok,Palingbeek,20220901,32,47,1.25-2.5,0.021317563373725732
mow,blok,Palingbeek,20220901,32,48,1.25-2.5,0.019386472301883294
mow,blok,Palingbeek,20220901,32,49,1.25-2.5,0.02040589168077304
mow,blok,Palingbeek,20220901,32,50,1.25-2.5,0.018838302372218847
mow,blok,Palingbeek,20220901,32,51,1.25-2.5,0.015488209296495487
mow,blok,Palingbeek,20220901,32,52,1.25-2.5,0.028536792979651678
mow,blok,Palingbeek,20220901,32,53,1.25-2.5,0.024071039997892223
mow,blok,Palingbeek,20220901,32,54,1.25-2.5,0.03112933918034836
mow,blok,Palingbeek,20220901,32,55,1.25-2.5,0.01842841958110427
mow,blok,Palingbeek,20220901,32,56,1.25-2.5,0.01948843931540465
mow,blok,Palingbeek,20220901,32,57,1.25-2.5,0.017447027087489485
mow,blok,Palingbeek,20220901,32,58,1.25-2.5,0.02394788002356505
mow,blok,Palingbeek,20220901,32,59,1.25-2.5,0.02800769946514032
mow,blok,Palingbeek,20220901,32,60,1.25-2.5,0.013692405899087868
mow,blok,Palingbeek,20220901,32,61,1.25-2.5,0.012692721562507826
mow,blok,Palingbeek,20220901,32,62,1.25-2.5,0.030283455404090436
mow,blok,Palingbeek,20220901,32,63,1.25-2.5,0.029217539589443963
mow,blok,Palingbeek,20220901,32,64,1.25-2.5,0.02276191255707285
mow,blok,Palingbeek,20220901,32,65,1.25-2.5,0.020659794051608282
mow,blok,Palingbeek,20220901,32,66,1.25-2.5,0.04012186349410833
mow,blok,Palingbeek,20220901,32,67,1.25-2.5,0.06310883015185803
mow,blok,Palingbeek,20220901,32,68,1.25-2.5,0.03678205002160061
mow,blok,Palingbeek,20220901,32,69,1.25-2.5,0.02410555832869523
mow,blok,Palingbeek,20220901,33,30,1.25-2.5,0.055835647182864746
mow,blok,Palingbeek,20220901,33,31,1.25-2.5,0.026655227032018985
mow,blok,Palingbeek,20220901,33,32,1.25-2.5,0.024435873931938117
mow,blok,Palingbeek,20220901,33,33,1.25-2.5,0.033606138629513185
mow,blok,Palingbeek,20220901,33,34,1.25-2.5,0.036542981954721304
mow,blok,Palingbeek,20220901,33,35,1.25-2.5,0.03714930034183956
mow,blok,Palingbeek,20220901,33,36,1.25-2.5,0.04349819943621442
mow,blok,Palingbeek,20220901,33,37,1.25-2.5,0.021668524736568922
mow,blok,Palingbeek,20220901,33,38,1.25-2.5,0.015478401428613908
mow,blok,Palingbeek,20220901,33,39,1.25-2.5,0.017797485564972137
mow,blok,Palingbeek,20220901,33,40,1.25-2.5,0.016525792369753607
mow,blok,Palingbeek,20220901,33,41,1.25-2.5,0.03125516037840943
mow,blok,Palingbeek,20220901,33,42,1.25-2.5,0.02550985342972762
mow,blok,Palingbeek,20220901,33,43,1.25-2.5,0.027087027326330438
mow,blok,Palingbeek,20220901,33,44,1.25-2.5,0.025613238905971142
mow,blok,Palingbeek,20220901,33,45,1.25-2.5,0.02106850703001578
mow,blok,Palingbeek,20220901,33,46,1.25-2.5,0.02488932799626064
mow,blok,Palingbeek,20220901,33,47,1.25-2.5,0.016407290016298808
mow,blok,Palingbeek,20220901,33,48,1.25-2.5,0.021462845902342896
mow,blok,Palingbeek,20220901,33,49,1.25-2.5,0.020725186921499824
mow,blok,Palingbeek,20220901,33,50,1.25-2.5,0.016673030080773057
mow,blok,Palingbeek,20220901,33,51,1.25-2.5,0.024871167491921732
mow,blok,Palingbeek,20220901,33,52,1.25-2.5,0.03154991211035313
mow,blok,Palingbeek,20220901,33,53,1.25-2.5,0.03983686510499541
mow,blok,Palingbeek,20220901,33,54,1.25-2.5,0.04186642611221278
mow,blok,Palingbeek,20220901,33,55,1.25-2.5,0.016887004269864454
mow,blok,Palingbeek,20220901,33,56,1.25-2.5,0.0356593040653042
mow,blok,Palingbeek,20220901,33,57,1.25-2.5,0.010633441829459096
mow,blok,Palingbeek,20220901,33,58,1.25-2.5,0.016915159464438202
mow,blok,Palingbeek,20220901,33,59,1.25-2.5,0.020609753487549183
mow,blok,Palingbeek,20220901,33,60,1.25-2.5,0.013929434500652038
mow,blok,Palingbeek,20220901,33,61,1.25-2.5,0.01292885483561696
mow,blok,Palingbeek,20220901,33,62,1.25-2.5,0.01655021038366642
mow,blok,Palingbeek,20220901,33,63,1.25-2.5,0.013941097331769538
mow,blok,Palingbeek,20220901,33,64,1.25-2.5,0.014391343724199663
mow,blok,Palingbeek,20220901,33,65,1.25-2.5,0.02971707199559067
mow,blok,Palingbeek,20220901,33,66,1.25-2.5,0.02553043227651458
mow,blok,Palingbeek,20220901,33,67,1.25-2.5,0.02495825125065161
mow,blok,Palingbeek,20220901,33,68,1.25-2.5,0.02834132842528514
mow,blok,Palingbeek,20220901,33,69,1.25-2.5,0.037208719386921066
mow,blok,Palingbeek,20220901,33,70,1.25-2.5,0.028125390617441744
mow,blok,Palingbeek,20220901,34,30,1.25-2.5,0.03921441063736424
mow,blok,Palingbeek,20220901,34,31,1.25-2.5,0.03374771755614203
mow,blok,Palingbeek,20220901,34,32,1.25-2.5,0.032057076689802406
mow,blok,Palingbeek,20220901,34,33,1.25-2.5,0.042373906404544144
mow,blok,Palingbeek,20220901,34,34,1.25-2.5,0.03733431520439806
mow,blok,Palingbeek,20220901,34,35,1.25-2.5,0.036537741569928076
mow,blok,Palingbeek,20220901,34,36,1.25-2.5,0.04102655445223366
mow,blok,Palingbeek,20220901,34,37,1.25-2.5,0.02419065675535402
mow,blok,Palingbeek,20220901,34,38,1.25-2.5,0.033651002225898084
mow,blok,Palingbeek,20220901,34,39,1.25-2.5,0.025735735381955588
mow,blok,Palingbeek,20220901,34,40,1.25-2.5,0.01685677366656857
mow,blok,Palingbeek,20220901,34,41,1.25-2.5,0.020289854975569222
mow,blok,Palingbeek,20220901,34,42,1.25-2.5,0.022658371163970664
mow,blok,Palingbeek,20220901,34,43,1.25-2.5,0.036646243308807586
mow,blok,Palingbeek,20220901,34,44,1.25-2.5,0.027090583670111523
mow,blok,Palingbeek,20220901,34,45,1.25-2.5,0.02578020034692226
mow,blok,Palingbeek,20220901,34,46,1.25-2.5,0.02142999942486103
mow,blok,Palingbeek,20220901,34,47,1.25-2.5,0.03582791737465314
mow,blok,Palingbeek,20220901,34,48,1.25-2.5,0.020140718035486747
mow,blok,Palingbeek,20220901,34,49,1.25-2.5,0.01849249180102404
mow,blok,Palingbeek,20220901,34,50,1.25-2.5,0.014693124024740187
mow,blok,Palingbeek,20220901,34,51,1.25-2.5,0.02362677827581659
mow,blok,Palingbeek,20220901,34,52,1.25-2.5,0.06136454746717618
mow,blok,Palingbeek,20220901,34,53,1.25-2.5,0.040069029058887685
mow,blok,Palingbeek,20220901,34,54,1.25-2.5,0.01774727670184938
mow,blok,Palingbeek,20220901,34,55,1.25-2.5,0.018563054447129614
mow,blok,Palingbeek,20220901,34,56,1.25-2.5,0.016803430188230144
mow,blok,Palingbeek,20220901,34,57,1.25-2.5,0.025615469153388675
mow,blok,Palingbeek,20220901,34,58,1.25-2.5,0.015085836707295236
mow,blok,Palingbeek,20220901,34,59,1.25-2.5,0.018705150175205756
mow,blok,Palingbeek,20220901,34,60,1.25-2.5,0.013392631123949597
mow,blok,Palingbeek,20220901,34,61,1.25-2.5,0.029900699045274638
mow,blok,Palingbeek,20220901,34,62,1.25-2.5,0.024968099494080444
mow,blok,Palingbeek,20220901,34,63,1.25-2.5,0.02376224881285554
mow,blok,Palingbeek,20220901,34,64,1.25-2.5,0.018144336130235576
mow,blok,Palingbeek,20220901,34,65,1.25-2.5,0.027372379497492504
mow,blok,Palingbeek,20220901,34,66,1.25-2.5,0.039067650169203605
mow,blok,Palingbeek,20220901,34,67,1.25-2.5,0.029565607073145865
mow,blok,Palingbeek,20220901,34,68,1.25-2.5,0.03187148197547539
mow,blok,Palingbeek,20220901,34,69,1.25-2.5,0.02641622057605735
mow,blok,Palingbeek,20220901,34,70,1.25-2.5,0.03501484305152804
mow,blok,Palingbeek,20220901,34,71,1.25-2.5,0.028174789057467085
mow,blok,Palingbeek,20220901,35,29,1.25-2.5,0.04043906957675249
mow,blok,Palingbeek,20220901,35,30,1.25-2.5,0.022157196920790594
mow,blok,Palingbeek,20220901,35,31,1.25-2.5,0.03750718264590888
mow,blok,Palingbeek,20220901,35,32,1.25-2.5,0.03438641085213436
mow,blok,Palingbeek,20220901,35,33,1.25-2.5,0.0306995024380984
mow,blok,Palingbeek,20220901,35,34,1.25-2.5,0.051537466204805524
mow,blok,Palingbeek,20220901,35,35,1.25-2.5,0.03920158892522603
mow,blok,Palingbeek,20220901,35,36,1.25-2.5,0.027789193366790987
mow,blok,Palingbeek,20220901,35,37,1.25-2.5,0.03517799418567222
mow,blok,Palingbeek,20220901,35,38,1.25-2.5,0.034370458098280404
mow,blok,Palingbeek,20220901,35,39,1.25-2.5,0.021667819929011775
mow,blok,Palingbeek,20220901,35,40,1.25-2.5,0.032000185387395755
mow,blok,Palingbeek,20220901,35,41,1.25-2.5,0.018978222061148332
mow,blok,Palingbeek,20220901,35,42,1.25-2.5,0.02703998287240942
mow,blok,Palingbeek,20220901,35,43,1.25-2.5,0.03056065504367535
mow,blok,Palingbeek,20220901,35,44,1.25-2.5,0.020576955494069276
mow,blok,Palingbeek,20220901,35,45,1.25-2.5,0.016935975179249867
mow,blok,Palingbeek,20220901,35,46,1.25-2.5,0.021533978352179895
mow,blok,Palingbeek,20220901,35,47,1.25-2.5,0.02694395275382729
mow,blok,Palingbeek,20220901,35,48,1.25-2.5,0.0353219329393827
mow,blok,Palingbeek,20220901,35,49,1.25-2.5,0.019581489813077703
mow,blok,Palingbeek,20220901,35,50,1.25-2.5,0.034523649293503836
mow,blok,Palingbeek,20220901,35,51,1.25-2.5,0.03311075552915915
mow,blok,Palingbeek,20220901,35,52,1.25-2.5,0.02528507418843694
mow,blok,Palingbeek,20220901,35,53,1.25-2.5,0.0276897366174729
mow,blok,Palingbeek,20220901,35,54,1.25-2.5,0.02806140191627271
mow,blok,Palingbeek,20220901,35,55,1.25-2.5,0.014213331340354083
mow,blok,Palingbeek,20220901,35,56,1.25-2.5,0.022969909714652105
mow,blok,Palingbeek,20220901,35,57,1.25-2.5,0.026645658149585853
mow,blok,Palingbeek,20220901,35,58,1.25-2.5,0.017318306441629405
mow,blok,Palingbeek,20220901,35,59,1.25-2.5,0.021044984564080937
mow,blok,Palingbeek,20220901,35,60,1.25-2.5,0.019906893993591097
mow,blok,Palingbeek,20220901,35,61,1.25-2.5,0.02763711216844323
mow,blok,Palingbeek,20220901,35,62,1.25-2.5,0.031879717675678106
mow,blok,Palingbeek,20220901,35,63,1.25-2.5,0.04302962603268924
mow,blok,Palingbeek,20220901,35,64,1.25-2.5,0.017201012653626484
mow,blok,Palingbeek,20220901,35,65,1.25-2.5,0.03495604794064324
mow,blok,Palingbeek,20220901,35,66,1.25-2.5,0.01609697033475329
mow,blok,Palingbeek,20220901,35,67,1.25-2.5,0.03129392018684974
mow,blok,Palingbeek,20220901,35,68,1.25-2.5,0.031143121408137964
mow,blok,Palingbeek,20220901,35,69,1.25-2.5,0.02419186326451513
mow,blok,Palingbeek,20220901,35,70,1.25-2.5,0.03852918408133767
mow,blok,Palingbeek,20220901,35,71,1.25-2.5,0.02586476407128892
mow,blok,Palingbeek,20220901,36,28,1.25-2.5,0.0289027080446968
mow,blok,Palingbeek,20220901,36,29,1.25-2.5,0.030353425443867148
mow,blok,Palingbeek,20220901,36,30,1.25-2.5,0.023320321342050334
mow,blok,Palingbeek,20220901,36,31,1.25-2.5,0.034996452892854774
mow,blok,Palingbeek,20220901,36,32,1.25-2.5,0.03388662436069586
mow,blok,Palingbeek,20220901,36,33,1.25-2.5,0.0389511466526485
mow,blok,Palingbeek,20220901,36,34,1.25-2.5,0.04694879649680256
mow,blok,Palingbeek,20220901,36,35,1.25-2.5,0.04340481592502905
mow,blok,Palingbeek,20220901,36,36,1.25-2.5,0.054705408091867434
mow,blok,Palingbeek,20220901,36,37,1.25-2.5,0.054363487039134774
mow,blok,Palingbeek,20220901,36,38,1.25-2.5,0.044261656518860576
mow,blok,Palingbeek,20220901,36,39,1.25-2.5,0.029212170186298438
mow,blok,Palingbeek,20220901,36,40,1.25-2.5,0.028110735983281704
mow,blok,Palingbeek,20220901,36,41,1.25-2.5,0.021024086002981193
mow,blok,Palingbeek,20220901,36,42,1.25-2.5,0.019652875139440966
mow,blok,Palingbeek,20220901,36,43,1.25-2.5,0.022221412758727174
mow,blok,Palingbeek,20220901,36,44,1.25-2.5,0.02211794214093046
mow,blok,Palingbeek,20220901,36,45,1.25-2.5,0.025178815229233608
mow,blok,Palingbeek,20220901,36,46,1.25-2.5,0.03329431222591089
mow,blok,Palingbeek,20220901,36,47,1.25-2.5,0.03317958199338757
mow,blok,Palingbeek,20220901,36,48,1.25-2.5,0.027423209588288706
mow,blok,Palingbeek,20220901,36,49,1.25-2.5,0.043652660874497914
mow,blok,Palingbeek,20220901,36,50,1.25-2.5,0.031677318075042225
mow,blok,Palingbeek,20220901,36,51,1.25-2.5,0.042213755809899535
mow,blok,Palingbeek,20220901,36,52,1.25-2.5,0.03498961957740339
mow,blok,Palingbeek,20220901,36,53,1.25-2.5,0.025267500377201536
mow,blok,Palingbeek,20220901,36,54,1.25-2.5,0.04182883807273456
mow,blok,Palingbeek,20220901,36,55,1.25-2.5,0.03269333618226307
mow,blok,Palingbeek,20220901,36,56,1.25-2.5,0.009181065237049733
mow,blok,Palingbeek,20220901,36,57,1.25-2.5,0.03022648106643926
mow,blok,Palingbeek,20220901,36,58,1.25-2.5,0.015054144209081476
mow,blok,Palingbeek,20220901,36,59,1.25-2.5,0.027014927386126042
mow,blok,Palingbeek,20220901,36,60,1.25-2.5,0.021162410893918196
mow,blok,Palingbeek,20220901,36,61,1.25-2.5,0.022415832939681475
mow,blok,Palingbeek,20220901,36,62,1.25-2.5,0.019053049609933422
mow,blok,Palingbeek,20220901,36,63,1.25-2.5,0.030378363927205405
mow,blok,Palingbeek,20220901,36,64,1.25-2.5,0.031452503404417236
mow,blok,Palingbeek,20220901,36,65,1.25-2.5,0.03154948950369597
mow,blok,Palingbeek,20220901,36,66,1.25-2.5,0.028959300534708514
mow,blok,Palingbeek,20220901,36,67,1.25-2.5,0.018044882220821783
mow,blok,Palingbeek,20220901,36,68,1.25-2.5,0.029168444524556053
mow,blok,Palingbeek,20220901,36,69,1.25-2.5,0.03576712185964162
mow,blok,Palingbeek,20220901,36,70,1.25-2.5,0.028169080716468793
mow,blok,Palingbeek,20220901,37,27,1.25-2.5,0.01384220672654105
mow,blok,Palingbeek,20220901,37,28,1.25-2.5,0.015496893823841512
mow,blok,Palingbeek,20220901,37,29,1.25-2.5,0.028171024856033854
mow,blok,Palingbeek,20220901,37,30,1.25-2.5,0.028206251473415704
mow,blok,Palingbeek,20220901,37,31,1.25-2.5,0.030667579890964747
mow,blok,Palingbeek,20220901,37,32,1.25-2.5,0.031030118715513
mow,blok,Palingbeek,20220901,37,33,1.25-2.5,0.023009778747469675
mow,blok,Palingbeek,20220901,37,34,1.25-2.5,0.022570768603078134
mow,blok,Palingbeek,20220901,37,35,1.25-2.5,0.026732721773338762
mow,blok,Palingbeek,20220901,37,36,1.25-2.5,0.05623187358562763
mow,blok,Palingbeek,20220901,37,37,1.25-2.5,0.05161183350569718
mow,blok,Palingbeek,20220901,37,38,1.25-2.5,0.05303509870053449
mow,blok,Palingbeek,20220901,37,39,1.25-2.5,0.054686582149603424
mow,blok,Palingbeek,20220901,37,40,1.25-2.5,0.04669227364457848
mow,blok,Palingbeek,20220901,37,41,1.25-2.5,0.03079870434074135
mow,blok,Palingbeek,20220901,37,42,1.25-2.5,0.012434602275594965
mow,blok,Palingbeek,20220901,37,43,1.25-2.5,0.01262499460251459
mow,blok,Palingbeek,20220901,37,44,1.25-2.5,0.02292186770961557
mow,blok,Palingbeek,20220901,37,45,1.25-2.5,0.016988705371643282
mow,blok,Palingbeek,20220901,37,46,1.25-2.5,0.02899540534386268
mow,blok,Palingbeek,20220901,37,47,1.25-2.5,0.01837806424894533
mow,blok,Palingbeek,20220901,37,48,1.25-2.5,0.02928473221950042
mow,blok,Palingbeek,20220901,37,49,1.25-2.5,0.03395505587259928
mow,blok,Palingbeek,20220901,37,50,1.25-2.5,0.03209060822333489
mow,blok,Palingbeek,20220901,37,51,1.25-2.5,0.0274693651354952
mow,blok,Palingbeek,20220901,37,52,1.25-2.5,0.018228834603494143
mow,blok,Palingbeek,20220901,37,53,1.25-2.5,0.008360417125386235
mow,blok,Palingbeek,20220901,37,54,1.25-2.5,0.01508652672623143
mow,blok,Palingbeek,20220901,37,55,1.25-2.5,0.0313856263872071
mow,blok,Palingbeek,20220901,37,56,1.25-2.5,0.02338013048772212
mow,blok,Palingbeek,20220901,37,57,1.25-2.5,0.01644866837766065
mow,blok,Palingbeek,20220901,37,58,1.25-2.5,0.03780466519869291
mow,blok,Palingbeek,20220901,37,59,1.25-2.5,0.024420260994028657
mow,blok,Palingbeek,20220901,37,60,1.25-2.5,0.025916138195491333
mow,blok,Palingbeek,20220901,37,61,1.25-2.5,0.017486060121398427
mow,blok,Palingbeek,20220901,37,62,1.25-2.5,0.015556257827020747
mow,blok,Palingbeek,20220901,37,63,1.25-2.5,0.031938351912376206
mow,blok,Palingbeek,20220901,37,64,1.25-2.5,0.04490984903348909
mow,blok,Palingbeek,20220901,37,65,1.25-2.5,0.03561294307797661
mow,blok,Palingbeek,20220901,37,66,1.25-2.5,0.02552382759836726
mow,blok,Palingbeek,20220901,37,67,1.25-2.5,0.022246311683476943
mow,blok,Palingbeek,20220901,37,68,1.25-2.5,0.028165595926049152
mow,blok,Palingbeek,20220901,37,69,1.25-2.5,0.026552122556246244
mow,blok,Palingbeek,20220901,38,26,1.25-2.5,0.017122356330320273
mow,blok,Palingbeek,20220901,38,27,1.25-2.5,0.01586061195337967
mow,blok,Palingbeek,20220901,38,28,1.25-2.5,0.021949981031440077
mow,blok,Palingbeek,20220901,38,29,1.25-2.5,0.021484756030680695
mow,blok,Palingbeek,20220901,38,30,1.25-2.5,0.02921825803521074
mow,blok,Palingbeek,20220901,38,31,1.25-2.5,0.04026452820339958
mow,blok,Palingbeek,20220901,38,32,1.25-2.5,0.022429169208019763
mow,blok,Palingbeek,20220901,38,33,1.25-2.5,0.02665813008666316
mow,blok,Palingbeek,20220901,38,34,1.25-2.5,0.03426204442422151
mow,blok,Palingbeek,20220901,38,35,1.25-2.5,0.029676260453559856
mow,blok,Palingbeek,20220901,38,36,1.25-2.5,0.01755479289101554
mow,blok,Palingbeek,20220901,38,37,1.25-2.5,0.052983219818079665
mow,blok,Palingbeek,20220901,38,38,1.25-2.5,0.049012766284542486
mow,blok,Palingbeek,20220901,38,39,1.25-2.5,0.03525824051081162
mow,blok,Palingbeek,20220901,38,40,1.25-2.5,0.031900435783368444
mow,blok,Palingbeek,20220901,38,41,1.25-2.5,0.03121312870568051
mow,blok,Palingbeek,20220901,38,42,1.25-2.5,0.01400234468055494
mow,blok,Palingbeek,20220901,38,43,1.25-2.5,0.027819196966700342
mow,blok,Palingbeek,20220901,38,44,1.25-2.5,0.010652816328969035
mow,blok,Palingbeek,20220901,38,45,1.25-2.5,0.00818621110804987
mow,blok,Palingbeek,20220901,38,46,1.25-2.5,0.016747379466926025
mow,blok,Palingbeek,20220901,38,47,1.25-2.5,0.019340902058394636
mow,blok,Palingbeek,20220901,38,48,1.25-2.5,0.038563745483096115
mow,blok,Palingbeek,20220901,38,49,1.25-2.5,0.020878735299988505
mow,blok,Palingbeek,20220901,38,50,1.25-2.5,0.033687951648151956
mow,blok,Palingbeek,20220901,38,51,1.25-2.5,0.02416359649671541
mow,blok,Palingbeek,20220901,38,52,1.25-2.5,0.022979248192482614
mow,blok,Palingbeek,20220901,38,53,1.25-2.5,0.019380388070931245
mow,blok,Palingbeek,20220901,38,54,1.25-2.5,0.035206104653142826
mow,blok,Palingbeek,20220901,38,55,1.25-2.5,0.03928459640427347
mow,blok,Palingbeek,20220901,38,56,1.25-2.5,0.022816884812219437
mow,blok,Palingbeek,20220901,38,57,1.25-2.5,0.029229236046473185
mow,blok,Palingbeek,20220901,38,58,1.25-2.5,0.020338383260028903
mow,blok,Palingbeek,20220901,38,59,1.25-2.5,0.02646268715669503
mow,blok,Palingbeek,20220901,38,60,1.25-2.5,0.022301076508902166
mow,blok,Palingbeek,20220901,38,61,1.25-2.5,0.026598947192683364
mow,blok,Palingbeek,20220901,38,62,1.25-2.5,0.021823662622269497
mow,blok,Palingbeek,20220901,38,63,1.25-2.5,0.028447054571760843
mow,blok,Palingbeek,20220901,38,64,1.25-2.5,0.018620188919814318
mow,blok,Palingbeek,20220901,38,65,1.25-2.5,0.0463080865297562
mow,blok,Palingbeek,20220901,38,66,1.25-2.5,0.016580587028067705
mow,blok,Palingbeek,20220901,38,67,1.25-2.5,0.028885561714083442
mow,blok,Palingbeek,20220901,38,68,1.25-2.5,0.037331212128236854
mow,blok,Palingbeek,20220901,39,26,1.25-2.5,0.011454194620216922
mow,blok,Palingbeek,20220901,39,27,1.25-2.5,0.00917634203717425
mow,blok,Palingbeek,20220901,39,28,1.25-2.5,0.024462613537039234
mow,blok,Palingbeek,20220901,39,29,1.25-2.5,0.027274344795511597
mow,blok,Palingbeek,20220901,39,30,1.25-2.5,0.03755281002649338
mow,blok,Palingbeek,20220901,39,31,1.25-2.5,0.050642839645172334
mow,blok,Palingbeek,20220901,39,32,1.25-2.5,0.021720839991714015
mow,blok,Palingbeek,20220901,39,33,1.25-2.5,0.027646603995547702
mow,blok,Palingbeek,20220901,39,34,1.25-2.5,0.04535012291861581
mow,blok,Palingbeek,20220901,39,35,1.25-2.5,0.03811854209099616
mow,blok,Palingbeek,20220901,39,36,1.25-2.5,0.029104968134339874
mow,blok,Palingbeek,20220901,39,37,1.25-2.5,0.02970979197041972
mow,blok,Palingbeek,20220901,39,38,1.25-2.5,0.03100455146847349
mow,blok,Palingbeek,20220901,39,39,1.25-2.5,0.01506252395523178
mow,blok,Palingbeek,20220901,39,40,1.25-2.5,0.025775319985298566
mow,blok,Palingbeek,20220901,39,41,1.25-2.5,0.02736465899816482
mow,blok,Palingbeek,20220901,39,42,1.25-2.5,0.026309587616464753
mow,blok,Palingbeek,20220901,39,43,1.25-2.5,0.022641654425845557
mow,blok,Palingbeek,20220901,39,44,1.25-2.5,0.01874494542608728
mow,blok,Palingbeek,20220901,39,45,1.25-2.5,0.017150308910783355
mow,blok,Palingbeek,20220901,39,46,1.25-2.5,0.021556278058698964
mow,blok,Palingbeek,20220901,39,47,1.25-2.5,0.019592007593119336
mow,blok,Palingbeek,20220901,39,48,1.25-2.5,0.017887730970805066
mow,blok,Palingbeek,20220901,39,49,1.25-2.5,0.034664105346430704
mow,blok,Palingbeek,20220901,39,50,1.25-2.5,0.02620832127568883
mow,blok,Palingbeek,20220901,39,51,1.25-2.5,0.03414938305363511
mow,blok,Palingbeek,20220901,39,52,1.25-2.5,0.0190002611244753
mow,blok,Palingbeek,20220901,39,53,1.25-2.5,0.022912059319324985
mow,blok,Palingbeek,20220901,39,54,1.25-2.5,0.025938492477079095
mow,blok,Palingbeek,20220901,39,55,1.25-2.5,0.025098497284042252
mow,blok,Palingbeek,20220901,39,56,1.25-2.5,0.03546449139957383
mow,blok,Palingbeek,20220901,39,57,1.25-2.5,0.02053499909547659
mow,blok,Palingbeek,20220901,39,58,1.25-2.5,0.026559033532798426
mow,blok,Palingbeek,20220901,39,59,1.25-2.5,0.027946106326052083
mow,blok,Palingbeek,20220901,39,60,1.25-2.5,0.040219677645009715
mow,blok,Palingbeek,20220901,39,61,1.25-2.5,0.01921849881574546
mow,blok,Palingbeek,20220901,39,62,1.25-2.5,0.035644153670553284
mow,blok,Palingbeek,20220901,39,63,1.25-2.5,0.03131640708807743
mow,blok,Palingbeek,20220901,39,64,1.25-2.5,0.023525126302714673
mow,blok,Palingbeek,20220901,39,65,1.25-2.5,0.036757278597994006
mow,blok,Palingbeek,20220901,39,66,1.25-2.5,0.025055903921594153
mow,blok,Palingbeek,20220901,39,67,1.25-2.5,0.03425406960618524
mow,blok,Palingbeek,20220901,39,68,1.25-2.5,0.022173831435072393
mow,blok,Palingbeek,20220901,40,25,1.25-2.5,0.008479123307274771
mow,blok,Palingbeek,20220901,40,26,1.25-2.5,0.012850821468379948
mow,blok,Palingbeek,20220901,40,27,1.25-2.5,0.010928186943758895
mow,blok,Palingbeek,20220901,40,28,1.25-2.5,0.01815525852994763
mow,blok,Palingbeek,20220901,40,29,1.25-2.5,0.024668503007688726
mow,blok,Palingbeek,20220901,40,30,1.25-2.5,0.04063649611039595
mow,blok,Palingbeek,20220901,40,31,1.25-2.5,0.05634685927615577
mow,blok,Palingbeek,20220901,40,32,1.25-2.5,0.039768837504175716
mow,blok,Palingbeek,20220901,40,33,1.25-2.5,0.044678226384249606
mow,blok,Palingbeek,20220901,40,34,1.25-2.5,0.047856545926251895
